gene_id,symbol,entrez,log2FoldChange,padj,baseMean,lfcSE,pvalue
ENSG00000138185,ENTPD1,953,-0.30542187904362794,0.0820598307055978,1336.7266053678622,0.14591154276651927,0.01400119403078948
ENSG00000162654,GBP4,115361,-0.5248395224615123,0.08218057614142717,50.13903912378873,0.35062547185948495,0.0140262585290527
ENSG00000162695,SLC30A7,148867,0.26800254627184433,0.08219780679058032,856.6284778819678,0.12286382845072212,0.01403366302197037
ENSG00000187735,TCEA1,6917,-0.25023308982680703,0.08233202442605381,2385.381807119773,0.1130275218343536,0.01406104897203036
ENSG00000153208,MERTK,10461,-0.6217280953412704,0.08239251446469026,80.19930245681572,0.6747169727716391,0.01407874637323678
ENSG00000168491,CCDC110,256309,-0.660090619258809,0.08239251446469026,9.645514444192935,0.8777114332347606,0.01408032815750096
ENSG00000109519,GRPEL1,80273,0.3682984201055083,0.0825545010932193,324.7881341657836,0.1897038287490849,0.01411249358900105
ENSG00000117410,ATP6V0B,533,0.30511689894195754,0.08260067499015211,652.6728513774156,0.14563486391317765,0.01412487241618186
ENSG00000140543,DET1,55070,-0.4145651741037853,0.08263401633420392,136.0766071812563,0.22839656499908095,0.01413506117039057
ENSG00000215630,GUSBP9,118126072,-0.47606763493233045,0.08271093029961835,63.35165558149922,0.28946622341159906,0.01415270927907126
ENSG00000093072,ADA2,51816,-0.35729974733324005,0.08277227883224544,611.9831583773888,0.18230521213666767,0.01416770148678998
ENSG00000253304,TMEM200B,399474,0.5325698288503841,0.08298118536800246,418.8225706590556,0.3715142481873923,0.014207965108081
ENSG00000164008,C1orf50,79078,-0.3117701366506355,0.08312505573662364,114.6024009149274,0.1502740270564389,0.01424162643763495
ENSG00000167393,PPP2R3B,28227,-0.3037419133346998,0.08312505573662364,198.93411466261273,0.1452034767217737,0.01423929104409097
ENSG00000229212,NA,NA,-0.4668352590782701,0.08314627870432541,113.94357812254898,0.2819913107022277,0.01424977765901987
ENSG00000078747,ITCH,83737,0.2275340370329563,0.08315140125345685,1515.1308869039526,0.1008634102642771,0.01425517098871372
ENSG00000169220,RGS14,10636,-0.3806698158990759,0.08323596527209962,75.605964529781,0.201784130731021,0.01427878269566863
ENSG00000213888,NA,NA,-0.5481475849940289,0.08323596527209962,27.17374902817292,0.3913131580354039,0.01428163531350067
ENSG00000213965,NUDT19,390916,0.3031446027776006,0.08323596527209962,144.62016196451816,0.14479567061497903,0.01428322836056664
ENSG00000253203,NA,NA,-0.42295573861568025,0.0832837421710768,114.12384423374712,0.23648386287004297,0.01429594944353916
ENSG00000220205,VAMP2,6844,0.35588342247793064,0.08338987880328472,670.8242299728927,0.18139042976531625,0.01431869653955939
ENSG00000187957,DNER,92737,0.33789466035795834,0.08348131765036279,8.489335583249188,0.6391537860937961,0.01433893063959258
ENSG00000095066,HOOK2,29911,-0.2846204922295288,0.08348243613961502,212.0733682976944,0.13344302664139607,0.01434365614693141
ENSG00000151689,INPP1,3628,-0.27540974885532526,0.0834960558520629,339.15074317610225,0.1277625460203499,0.01435053037044687
ENSG00000028839,TBPL1,9519,-0.28701956653605204,0.0835690449723611,420.301570494487,0.1350602493181865,0.01437668935500624
ENSG00000231298,MANCR,100216001,0.2847317775680062,0.0835690449723611,4.326378187133727,0.5119503671607034,0.01436778680190587
ENSG00000236438,NA,NA,-0.5417236512921284,0.0835690449723611,73.01810052027301,0.3913323816908393,0.01437295478037208
ENSG00000006062,MAP3K14,9020,-0.454532708588348,0.0837604260132048,196.8779409225058,0.2710301649491794,0.01441871031560462
ENSG00000142632,ARHGEF19,128272,0.5785943740336518,0.0837604260132048,83.57571772885815,0.4611383733154371,0.01441601899500007
ENSG00000165197,VEGFD,2277,-0.5462296152927179,0.08378618891733615,189.78774229959487,0.3997170721416771,0.01443224497669238
ENSG00000249565,NA,NA,0.3267055196224514,0.08378618891733615,193.0541857794394,0.16081650634351136,0.0144321913115712
ENSG00000095139,ARCN1,372,0.1718118602469991,0.08379828237468596,4328.013782255044,0.07338773533853503,0.01444021785456987
ENSG00000108424,KPNB1,3837,0.2056873729899812,0.08379828237468596,4783.9243976705675,0.08970781960026061,0.01444342917497981
ENSG00000085491,SLC25A24,29957,0.21290686392333127,0.08386290461506506,837.9377011760297,0.09357327070883122,0.01445912148535604
ENSG00000126581,BECN1,8678,0.20182989871631815,0.08394752821046306,965.696780694132,0.08794244010970743,0.01447827040979802
ENSG00000085563,ABCB1,5243,-0.4927457237341349,0.08395770126196471,98.16559545263426,0.31186140160902043,0.01448458413843398
ENSG00000241973,PI4KA,5297,-0.18680988285590705,0.08398581332989061,2514.9179211926185,0.080721747522384,0.01449399482825915
ENSG00000042317,SPATA7,55812,-0.27393275677709644,0.08400081087317927,206.64686644020253,0.12739462082443154,0.01450114459765609
ENSG00000121454,LHX4,89884,-0.5030025672678894,0.08405641958581561,71.26440975949096,0.3255723569549141,0.01451530894829723
ENSG00000108799,EZH1,2145,0.29544361265371477,0.08405911372852255,1334.3997369486008,0.14043919462991297,0.01452033889603205
ENSG00000157429,ZNF19,7567,-0.4438696049272054,0.0840869663021264,43.30352294741173,0.2588775331529819,0.01453049444409815
ENSG00000233247,NA,NA,-0.28850465977204454,0.0840869663021264,216.9778016605724,0.1362380447468013,0.01453428258157308
ENSG00000156860,FBRS,64319,0.18106199221960873,0.08423166615293345,1074.3476515586904,0.0779325897931029,0.01456465330515849
ENSG00000162004,CCDC78,124093,0.5339799990603953,0.08423166615293345,41.782853944002255,0.37441153219960543,0.01456844185159343
ENSG00000164938,TP53INP1,94241,-0.2542037436586125,0.08426558287571582,1965.4311287661535,0.11604406143086868,0.01457888390127779
ENSG00000131263,RLIM,51132,0.1589205757386119,0.08434158822548427,1169.5057639056345,0.0675515529564522,0.01459661372113051
ENSG00000144161,ZC3H8,84524,-0.4057815096496238,0.08436974000603857,99.15448709201677,0.2237006586036027,0.01460606739827591
ENSG00000163686,ABHD6,57406,0.3919630120321533,0.08453006785426004,93.60081010916863,0.2103023657971939,0.01463841359691747
ENSG00000164379,FOXQ1,94234,-0.4568502317786533,0.08456764407412752,140.5417696769291,0.27397497162796863,0.01464951314669925
ENSG00000175782,SLC35E3,55508,0.27925671025979126,0.0846709800852833,447.3972789739827,0.13075355430743005,0.014676609743808
ENSG00000187866,PABIR1,116224,-0.28535002220441974,0.0846709800852833,361.28605238156933,0.1345537001124267,0.01467503598323437
ENSG00000143512,HHIPL2,79802,-0.592059019956725,0.08473261446255433,9.913145497521551,1.085303947276271,0.01469189454134868
ENSG00000215190,NA,NA,-0.4366657068230068,0.08509786761982514,149.0463236360167,0.2530372589204742,0.01475984736235251
ENSG00000110713,NUP98,4928,0.22816563389446368,0.08514172791460663,2333.8030684658797,0.10132932263524698,0.01477207823443758
ENSG00000127561,SYNGR3,9143,0.613440408290279,0.08530899586933009,40.652724748782504,0.6006360848003652,0.01480573178378381
ENSG00000185787,MORF4L1,10933,0.25197085548660203,0.08550391075198024,7315.763529751994,0.11492408433954504,0.01484420324051484
ENSG00000230216,NA,NA,0.6161581245613714,0.08564091656738362,12.420924830758436,0.5657405013486725,0.01487263921707808
ENSG00000164167,LSM6,11157,0.3375025079026698,0.0856755035742956,155.79992337238522,0.16964168516770406,0.01488329817725612
ENSG00000008441,NFIX,4784,-0.2796972561746362,0.08581923222791915,10802.20944088426,0.13154345799579384,0.01492835359752244
ENSG00000010310,GIPR,2696,-0.6195770255680723,0.08581923222791915,14.32130837146115,0.5981775407001497,0.01493622803640949
ENSG00000106299,WASL,8976,0.305604801856561,0.08581923222791915,1416.9615272053766,0.1476738650216002,0.01492865943832337
ENSG00000168101,NUDT16L1,84309,0.30787073600398696,0.08581923222791915,238.86946177648576,0.14902874007094136,0.01492514575641197
ENSG00000170145,SIK2,23235,0.27339534048639424,0.08581923222791915,3172.8852587036527,0.1274867543517299,0.01492624199829564
ENSG00000259036,NA,NA,-0.24682995249099143,0.08581923222791915,6.530161953340988,0.4404181441454301,0.01493303169762087
ENSG00000102030,NAA10,8260,0.264172636471036,0.0858926562619545,216.2215933405357,0.12205002341276208,0.0149536712449539
ENSG00000156345,CDK20,23552,-0.4148661920129171,0.08604844982577083,156.07269938288226,0.23414405886988252,0.01498546720560668
ENSG00000085511,MAP3K4,4216,-0.4095093500728245,0.08615730004474777,744.9843248299969,0.22914416407324825,0.01501566439907279
ENSG00000132467,UTP3,57050,0.25199748152402973,0.08615730004474777,583.698085823282,0.11515858324475324,0.01501845957880208
ENSG00000148516,ZEB1,6935,0.3368308070100827,0.08615730004474777,10692.140246837038,0.16900505729697776,0.01501564572613979
ENSG00000116667,C1orf21,81563,0.5826245929346355,0.08622716092834529,2824.176434252112,0.4497358835528247,0.01503531977957734
ENSG00000116918,TSNAX,7257,0.24830151810393208,0.0866364613257366,544.3079281517138,0.11351454301329893,0.01511139363444289
ENSG00000143942,CHAC2,494143,0.602509321329387,0.08666217603511568,13.308725564155784,0.5183373596587969,0.01512058493623821
ENSG00000105339,DENND3,22898,0.31913127341865327,0.08708955067052465,547.8255240822792,0.15739318758421872,0.01519988139316134
ENSG00000057294,PKP2,5318,0.21693957575871264,0.08746860487777895,15.112714965105225,0.3951630188388458,0.01527078819886284
ENSG00000122359,ANXA11,311,0.29688509972777605,0.08759611231565134,7880.919039305021,0.14227269505526732,0.01529780598463941
ENSG00000104611,SH2D4A,63898,-0.40433329153699016,0.08765252061675359,839.8566617130678,0.22568058916776873,0.0153124169874611
ENSG00000155100,OTUD6B,51633,0.264861700671592,0.08775068786134176,197.9856586547455,0.12310178773087271,0.01533433144381198
ENSG00000185386,MAPK11,5600,0.37502884830395966,0.08788951679404725,303.58892731155333,0.19985429923205705,0.01536336435297518
ENSG00000100599,RIN3,79890,-0.28839898836079864,0.08799079300964607,615.7082191395525,0.13778518175623378,0.01538584596747545
ENSG00000178573,MAF,4094,-0.4507546450733576,0.08808612920179858,1432.4245593842609,0.273955715935695,0.01540729960135722
ENSG00000128016,ZFP36,7538,0.2891847405210708,0.08820778153241923,1608.0086822612163,0.13812827986479903,0.0154425089417431
ENSG00000150712,MTMR12,54545,0.3567180442648789,0.08820778153241923,791.7670146715011,0.1853639928673685,0.01544294801306107
ENSG00000183831,ANKRD45,339416,-0.3994815060787608,0.08820778153241923,17.930122332952006,0.806794605540717,0.01543519205021232
ENSG00000120992,LYPLA1,10434,0.2682541845657138,0.08820806696985334,451.3535397926018,0.1253873645799186,0.01544778799770714
ENSG00000015153,YAF2,10138,0.330176664913928,0.08825192331469497,229.9527141039944,0.1659126343513225,0.01546026090758653
ENSG00000085978,ATG16L1,55054,0.2498065563508713,0.08849407477002183,567.1830061638104,0.11463834980157776,0.01550748733547979
ENSG00000243759,ST13P15,100422603,-0.343010859436652,0.08849943664523403,145.65097547952476,0.17553324575473353,0.01551323277169782
ENSG00000163449,TMEM169,92691,-0.6328220398725529,0.08853164861894956,8.77144063364815,0.7282664762279161,0.01552368685259778
ENSG00000077147,TM9SF3,56889,0.2176994250984062,0.08858999208744064,5015.243949684568,0.0974879293243094,0.01553872790890216
ENSG00000132823,OSER1,51526,0.31141887714655686,0.08864034077864398,893.2024100866198,0.15292904850934333,0.01556199955130904
ENSG00000182674,KCNB2,9312,-0.17196004729532488,0.08864034077864398,6.471964284541479,0.3415632716037242,0.01555829145420171
ENSG00000262468,NA,NA,-0.5858779607876491,0.08864034077864398,19.20805705443058,0.5112536449646421,0.01555787579328134
ENSG00000169122,FAM110B,90362,-0.26663447542166424,0.08870979731745882,410.14118820520514,0.12468782119166598,0.01557901083489882
ENSG00000134287,ARF3,377,0.22767086057615607,0.08871795209290415,2187.2151849360625,0.10252921211227022,0.01558526065818869
ENSG00000135046,ANXA1,301,0.3572370232740573,0.08873951268895151,9561.162844970531,0.18677439546724325,0.0155938671225331
ENSG00000070495,JMJD6,23210,0.3749537740614046,0.08884953942583515,291.47717580223286,0.20016724828173585,0.0156180265610333
ENSG00000087274,ADD1,118,0.17562570277926365,0.08903887167150887,7392.779009752488,0.07621393200050337,0.01565614262679042
ENSG00000114857,NKTR,4820,-0.27270267165100287,0.08921442580917914,1522.705391150459,0.12854242855716755,0.01569185583469623
ENSG00000261625,NA,NA,0.4375334924335403,0.08921769791718845,139.6861854331245,0.26010541105328183,0.015697276201558
ENSG00000131037,EPS8L1,54869,0.6092704043301415,0.0892721074914473,11.234971925439208,0.8248323949516397,0.01571169700677603
ENSG00000221843,SPATA31H1,84226,-0.522653799853722,0.08927822254086394,39.57173967748545,0.3671928243640217,0.01571762136722676
ENSG00000079819,EPB41L2,2037,-0.24706110874334627,0.0893538198850951,7277.480745868482,0.11359244988938327,0.01573578267104878
