gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000164105,538.5110691953846,1.1895061644263898,0.1685947322816989,1.1992364961433448e-13,1.5125986353753214e-11
ENSG00000102804,5397.335587737625,1.1535100571167374,0.1639388864644366,1.4591417605705033e-13,1.8278976544833888e-11
ENSG00000155130,5654.021875739953,-1.1406840748155935,0.16241776614989265,1.5013041933688338e-13,1.8602734861325042e-11
ENSG00000183508,90.03506886198645,-2.3765449397845377,0.3379676544640556,1.505190059374114e-13,1.8602734861325042e-11
ENSG00000147119,453.2333811604076,1.4932355839528835,0.21422346125220815,1.991953071876263e-13,2.445454387906759e-11
ENSG00000169744,616.8409553825286,-1.2718177729212246,0.18245139504104932,2.088410655763599e-13,2.5468928626415017e-11
ENSG00000116001,1335.4677002355497,-0.49304983422161897,0.0692446730998128,2.3565277381245783e-13,2.8549643616818493e-11
ENSG00000185813,468.253700030145,1.0826467046060015,0.157188982093765,4.2256161006217533e-13,5.085929443983633e-11
ENSG00000177674,751.3730194897672,1.0706049568115776,0.15547181911528724,4.34434273928167e-13,5.194874775576101e-11
ENSG00000003402,2546.6093263895355,1.1413169470164384,0.16605907363431882,4.604819742792517e-13,5.4708229395822075e-11
ENSG00000128342,153.120046201745,-2.410872921124812,0.3520555166305614,4.730356800977531e-13,5.583943621153925e-11
ENSG00000074590,412.6398274681572,1.3149739508465115,0.19302107834900464,6.318046186718628e-13,7.410625511364556e-11
ENSG00000138078,1200.0747883511417,-0.6448590307223222,0.09353631001009421,7.803065166417203e-13,9.094521837947645e-11
ENSG00000163378,1805.2879285958354,1.217416064420972,0.17939430834068895,7.979983110539773e-13,9.24222572204968e-11
ENSG00000197301,209.37108522978667,2.221915004104498,0.33020562816307236,8.428021101910004e-13,9.700125536979544e-11
ENSG00000067082,3242.4012875199796,1.0707468177575632,0.1577261595326797,8.879954714308922e-13,1.015679292322974e-10
ENSG00000177614,133.14920467508455,-2.377215979607874,0.35228235231919064,9.169090200885596e-13,1.0422765188228905e-10
ENSG00000164291,492.4496158772305,0.8237179234593638,0.12091150101249513,9.637122877275914e-13,1.0887583913192391e-10
ENSG00000108960,1723.1231020993116,1.5798733182132,0.2346986568167598,1.0043780060235517e-12,1.1277817671294942e-10
ENSG00000116132,5566.233805485017,-0.7414077314224395,0.10871500932962679,1.0381926887015955e-12,1.1586859613599929e-10
ENSG00000091527,4870.5847048954765,0.7418496692018305,0.10904680468416345,1.1984442825439921e-12,1.329479003798049e-10
ENSG00000114745,984.7905728133348,0.53667013400197,0.07820444242655784,1.3096368429855638e-12,1.4441294888370754e-10
ENSG00000173221,1983.2217872652354,0.9582932513737724,0.14229737867769246,1.410219647744789e-12,1.545785405548827e-10
ENSG00000049323,20169.86020481948,0.6716494666736182,0.09924072733393756,1.740620328612856e-12,1.8833776004025805e-10
ENSG00000146373,818.9863084727147,1.049624908526151,0.15688892961187403,1.7374546449846138e-12,1.8833776004025805e-10
ENSG00000205208,588.2173707993294,-1.33239499468416,0.20019545603615893,1.7488871554104874e-12,1.8833776004025805e-10
ENSG00000134318,4538.3602379766235,0.7847313494800503,0.11652871623481571,1.7807853854083622e-12,1.9065792367613367e-10
ENSG00000173517,7990.4870441005305,0.9621897311246208,0.1437847877446566,1.9774259251367906e-12,2.1048727405430059e-10
ENSG00000122966,288.8925015257373,-1.5223004304387693,0.2301882309719118,2.1279177588017e-12,2.2520462947317992e-10
ENSG00000196569,17178.400564872463,1.9910118486673878,0.3005535321371948,2.160658908878971e-12,2.2736305032574997e-10
ENSG00000134294,20597.342564609447,1.1820700436980789,0.17901780255728958,2.2846943133246135e-12,2.381200797666402e-10
ENSG00000189184,6487.729735731766,-0.8737197622702815,0.12992796112099478,2.301676578792395e-12,2.381200797666402e-10
ENSG00000196932,68.82822806729388,-1.9892201317652456,0.3005020793817187,2.296347204488943e-12,2.381200797666402e-10
ENSG00000071282,3659.8621278050377,1.5327161156877611,0.232232112485194,2.4535436290851507e-12,2.516443308947791e-10
ENSG00000126861,309.3042159094793,-1.6407583677257913,0.2491995225881152,2.4597328026641453e-12,2.516443308947791e-10
ENSG00000100242,2236.2420364817513,1.8341232293463998,0.2789550897217351,2.6944230307066337e-12,2.7413149232299813e-10
ENSG00000107562,25136.089018190356,-1.8755306559490263,0.2851053754262288,2.747249811122919e-12,2.7797035863642065e-10
ENSG00000012048,221.109604822104,-1.1618158286347346,0.17685105688706013,3.4580811784811618e-12,3.4796011509222986e-10
ENSG00000131446,5361.994410542872,0.8306471715868992,0.1254011306390791,3.4767668301368608e-12,3.4796011509222986e-10
ENSG00000125848,178.65250199917273,-2.267251100690182,0.34645326758890677,3.5354002502374402e-12,3.519156519357971e-10
ENSG00000185022,648.3385003704932,1.2461755903378966,0.19046104154766605,4.1102796046846e-12,4.069397791412199e-10
ENSG00000114853,3379.386399246339,0.727222968168672,0.10997037731878244,4.494826255818625e-12,4.4263222192994634e-10
ENSG00000143344,1077.6177175940043,-1.0275975579785417,0.1572070426111738,4.9997357848725766e-12,4.871435686689339e-10
ENSG00000171469,603.3002544593952,-0.6406052225392322,0.09672346109669518,4.996630324016728e-12,4.871435686689339e-10
ENSG00000168234,591.6420624175718,0.744466612092836,0.11311628162887162,5.258521129782542e-12,5.096614031839238e-10
ENSG00000182197,5290.2075493861885,-0.8123357943569427,0.12397993456250127,5.346780973189119e-12,5.155024692213488e-10
ENSG00000124151,1569.904330220097,1.3430200532309189,0.20696975939479517,5.435344978324291e-12,5.213118634158428e-10
ENSG00000078053,358.68899246495414,1.1050388877403392,0.16957864570404196,5.510759970211145e-12,5.230961074816404e-10
ENSG00000108604,2178.076376545743,1.2280084930488342,0.18876739566976564,5.508518917708384e-12,5.230961074816404e-10
ENSG00000136478,3701.517774977193,1.4253182585045514,0.21991646409916074,5.7519002190548416e-12,5.431858591481789e-10
ENSG00000112576,629.3096854261986,0.9044496871687178,0.13877376786320916,6.327869436709676e-12,5.945291616173912e-10
ENSG00000143878,3314.3542080388374,1.1510295348432837,0.1779211745941999,6.680591855707052e-12,6.244827361565754e-10
ENSG00000172831,1197.942631669172,-0.5249213664036091,0.07923920378309023,6.784220419971964e-12,6.309667627968875e-10
ENSG00000164933,462.6547317752821,0.8221157748167542,0.12667362251599235,8.408879536548918e-12,7.781382747012478e-10
ENSG00000165802,1601.7555877637978,0.9219086205587289,0.14256635827876418,8.835509295810543e-12,8.135295184117557e-10
ENSG00000163661,8565.675760807148,2.149488422207868,0.3360726331480459,1.0075816522463525e-11,9.231152301550537e-10
