ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
HALLMARK_ADIPOGENESIS,HALLMARK_ADIPOGENESIS,193,0.5996644395479216,1.8786032127757937,6.142421676848386e-7,3.071210838424193e-5,2.3276545301741254e-5,2413,"tags=31%, list=14%, signal=27%",SPARCL1/GPX3/LEP/FABP4/SORBS1/CD302/STOM/TST/COL4A1/SLC5A6/OMD/PREB/SQOR/PPARG/ACADS/LIPE/BCL6/MAP4K3/PPM1B/CAT/FZD4/CAVIN1/STAT5A/TANK/RIOK3/MCCC1/UQCRC1/LPCAT3/GPD2/SLC1A5/CMPK1/PEMT/DLAT/DHRS7B/ITSN1/GRPEL1/JAGN1/IFNGR1/DDT/MGLL/MIGA2/MTARC2/MRPL15/PHLDB1/CHUK/SLC66A3/ALDH2/REEP6/ATL2/ECH1/DNAJC15/ANGPT1/ACADM/LIFR/SLC25A1/ADIPOR2/PFKFB3/ELOVL6/UBC/UBQLN1
